die,type,value,kind,system,ata_folder,map_source,probe_card,recipe,lot_id,wafer_id,total_dies,dies_tested,dies_passed,dies_failed,timestamp,step,mode,unit,die_id,switch,set_voltage,voltage,connection,instrument,row,col,status
R2C6  (X6 Y2),resistance,22.0097,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:15,Kelvin Resistance,measure,ohm,02F,,,,4A11_2B02,SMU,2,6,
R2C6  (X6 Y2),voltage,-5.53664e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:15,Kelvin Voltage (DMM),measure,V,02F,,,,2F01_4E12,DMM,2,6,
R2C7  (X7 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:17,Force Current,apply,A,02G,,,0.2375017,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),resistance,23.7507,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:17,Kelvin Resistance,measure,ohm,02G,,,,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),voltage,-6.12932e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:17,Kelvin Voltage (DMM),measure,V,02G,,,,2F01_4E12,DMM,2,7,
R2C8  (X8 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:19,Force Current,apply,A,02H,,,0.2444903,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),resistance,24.4489,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:19,Kelvin Resistance,measure,ohm,02H,,,,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),voltage,-6.3326e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:19,Kelvin Voltage (DMM),measure,V,02H,,,,2F01_4E12,DMM,2,8,
R2C9  (X9 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:21,Force Current,apply,A,02I,,,0.2535,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),resistance,25.3499,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:21,Kelvin Resistance,measure,ohm,02I,,,,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),voltage,-6.57609e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:21,Kelvin Voltage (DMM),measure,V,02I,,,,2F01_4E12,DMM,2,9,
R2C10  (X10 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:24,Force Current,apply,A,02J,,,0.2300031,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),resistance,22.9992,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:24,Kelvin Resistance,measure,ohm,02J,,,,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),voltage,-6.00938e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:24,Kelvin Voltage (DMM),measure,V,02J,,,,2F01_4E12,DMM,2,10,
R2C11  (X11 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:26,Force Current,apply,A,02K,,,0.2387045,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),resistance,23.8704,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:26,Kelvin Resistance,measure,ohm,02K,,,,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),voltage,-6.25159e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:26,Kelvin Voltage (DMM),measure,V,02K,,,,2F01_4E12,DMM,2,11,
R2C12  (X12 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:28,Force Current,apply,A,02L,,,0.2192263,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),resistance,21.9225,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:28,Kelvin Resistance,measure,ohm,02L,,,,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),voltage,-5.69491e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:28,Kelvin Voltage (DMM),measure,V,02L,,,,2F01_4E12,DMM,2,12,
R2C13  (X13 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:30,Force Current,apply,A,02M,,,0.2129351,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),resistance,21.2932,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:30,Kelvin Resistance,measure,ohm,02M,,,,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),voltage,-5.51869e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:30,Kelvin Voltage (DMM),measure,V,02M,,,,2F01_4E12,DMM,2,13,
R3C5  (X5 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:33,Force Current,apply,A,03E,,,0.2199474,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),resistance,21.9947,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:33,Kelvin Resistance,measure,ohm,03E,,,,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),voltage,-5.56614e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:33,Kelvin Voltage (DMM),measure,V,03E,,,,2F01_4E12,DMM,3,5,
R3C6  (X6 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:35,Force Current,apply,A,03F,,,0.2111137,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),resistance,21.1109,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:35,Kelvin Resistance,measure,ohm,03F,,,,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),voltage,-5.36453e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:35,Kelvin Voltage (DMM),measure,V,03F,,,,2F01_4E12,DMM,3,6,
R3C7  (X7 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:37,Force Current,apply,A,03G,,,0.2398282,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),resistance,23.9828,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:37,Kelvin Resistance,measure,ohm,03G,,,,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),voltage,-6.1337e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:37,Kelvin Voltage (DMM),measure,V,03G,,,,2F01_4E12,DMM,3,7,
R3C8  (X8 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:39,Force Current,apply,A,03H,,,0.2242943,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),resistance,22.4296,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:39,Kelvin Resistance,measure,ohm,03H,,,,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),voltage,-5.73586e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:39,Kelvin Voltage (DMM),measure,V,03H,,,,2F01_4E12,DMM,3,8,
R3C9  (X9 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:42,Force Current,apply,A,03I,,,0.2464838,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),resistance,24.648,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:42,Kelvin Resistance,measure,ohm,03I,,,,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),voltage,-6.31013e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:42,Kelvin Voltage (DMM),measure,V,03I,,,,2F01_4E12,DMM,3,9,
R3C10  (X10 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:44,Force Current,apply,A,03J,,,0.2430853,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),resistance,24.309,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:44,Kelvin Resistance,measure,ohm,03J,,,,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),voltage,-6.23027e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:44,Kelvin Voltage (DMM),measure,V,03J,,,,2F01_4E12,DMM,3,10,
R3C11  (X11 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:46,Force Current,apply,A,03K,,,0.2417953,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),resistance,24.1796,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:46,Kelvin Resistance,measure,ohm,03K,,,,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),voltage,-6.24792e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:46,Kelvin Voltage (DMM),measure,V,03K,,,,2F01_4E12,DMM,3,11,
R3C12  (X12 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:48,Force Current,apply,A,03L,,,0.2136196,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),resistance,21.362,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:48,Kelvin Resistance,measure,ohm,03L,,,,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),voltage,-5.51867e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:48,Kelvin Voltage (DMM),measure,V,03L,,,,2F01_4E12,DMM,3,12,
R3C13  (X13 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:50,Force Current,apply,A,03M,,,0.2245703,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),resistance,22.4572,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:50,Kelvin Resistance,measure,ohm,03M,,,,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),voltage,-5.91015e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:50,Kelvin Voltage (DMM),measure,V,03M,,,,2F01_4E12,DMM,3,13,
R3C14  (X14 Y3),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:52,Force Current,apply,A,03N,,,0.2215517,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),resistance,22.1551,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:52,Kelvin Resistance,measure,ohm,03N,,,,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),voltage,-5.84454e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:52,Kelvin Voltage (DMM),measure,V,03N,,,,2F01_4E12,DMM,3,14,
R4C4  (X4 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:55,Force Current,apply,A,04D,,,0.2127925,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),resistance,21.2786,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:55,Kelvin Resistance,measure,ohm,04D,,,,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),voltage,-5.38283e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:55,Kelvin Voltage (DMM),measure,V,04D,,,,2F01_4E12,DMM,4,4,
R4C5  (X5 Y4),current,0.00999985,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:57,Force Current,apply,A,04E,,,0.2156345,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),resistance,21.5632,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:57,Kelvin Resistance,measure,ohm,04E,,,,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),voltage,-5.56415e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:57,Kelvin Voltage (DMM),measure,V,04E,,,,2F01_4E12,DMM,4,5,
R4C6  (X6 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:59,Force Current,apply,A,04F,,,0.2332319,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),resistance,23.3226,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:59,Kelvin Resistance,measure,ohm,04F,,,,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),voltage,-6.04651e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:19:59,Kelvin Voltage (DMM),measure,V,04F,,,,2F01_4E12,DMM,4,6,
R4C7  (X7 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:02,Force Current,apply,A,04G,,,0.2301778,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),resistance,23.0181,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:02,Kelvin Resistance,measure,ohm,04G,,,,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),voltage,-5.95493e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:02,Kelvin Voltage (DMM),measure,V,04G,,,,2F01_4E12,DMM,4,7,
R4C8  (X8 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:04,Force Current,apply,A,04H,,,0.2353254,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),resistance,23.5329,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:04,Kelvin Resistance,measure,ohm,04H,,,,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),voltage,-6.11516e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:04,Kelvin Voltage (DMM),measure,V,04H,,,,2F01_4E12,DMM,4,8,
R4C9  (X9 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:06,Force Current,apply,A,04I,,,0.2503814,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),resistance,25.0388,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:06,Kelvin Resistance,measure,ohm,04I,,,,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),voltage,-6.53179e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:06,Kelvin Voltage (DMM),measure,V,04I,,,,2F01_4E12,DMM,4,9,
R4C10  (X10 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:08,Force Current,apply,A,04J,,,0.2370406,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),resistance,23.7041,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:08,Kelvin Resistance,measure,ohm,04J,,,,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),voltage,-6.23088e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:08,Kelvin Voltage (DMM),measure,V,04J,,,,2F01_4E12,DMM,4,10,
R4C11  (X11 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:10,Force Current,apply,A,04K,,,0.2377581,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),resistance,23.7765,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:10,Kelvin Resistance,measure,ohm,04K,,,,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),voltage,-6.20473e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:10,Kelvin Voltage (DMM),measure,V,04K,,,,2F01_4E12,DMM,4,11,
R4C12  (X12 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:13,Force Current,apply,A,04L,,,0.220014,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),resistance,22.0013,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:13,Kelvin Resistance,measure,ohm,04L,,,,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),voltage,-5.67429e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:13,Kelvin Voltage (DMM),measure,V,04L,,,,2F01_4E12,DMM,4,12,
R4C13  (X13 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:15,Force Current,apply,A,04M,,,0.2327914,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),resistance,23.2787,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:15,Kelvin Resistance,measure,ohm,04M,,,,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),voltage,-6.11819e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:15,Kelvin Voltage (DMM),measure,V,04M,,,,2F01_4E12,DMM,4,13,
R4C14  (X14 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:17,Force Current,apply,A,04N,,,0.2108693,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),resistance,21.087,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:17,Kelvin Resistance,measure,ohm,04N,,,,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),voltage,-5.4128e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:17,Kelvin Voltage (DMM),measure,V,04N,,,,2F01_4E12,DMM,4,14,
R4C15  (X15 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:19,Force Current,apply,A,04O,,,0.222216,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),resistance,22.2207,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:19,Kelvin Resistance,measure,ohm,04O,,,,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),voltage,-5.8899e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:19,Kelvin Voltage (DMM),measure,V,04O,,,,2F01_4E12,DMM,4,15,
R5C3  (X3 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:06:46,Force Current,apply,A,05C,,,0.2142389,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),resistance,21.4242,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:06:46,Kelvin Resistance,measure,ohm,05C,,,,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),voltage,-6.16741e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:06:46,Kelvin Voltage (DMM),measure,V,05C,,,,2F01_4E12,DMM,5,3,
R5C4  (X4 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:22,Force Current,apply,A,05D,,,0.2157991,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),resistance,21.5804,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:22,Kelvin Resistance,measure,ohm,05D,,,,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),voltage,-5.37509e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:22,Kelvin Voltage (DMM),measure,V,05D,,,,2F01_4E12,DMM,5,4,
R5C5  (X5 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:24,Force Current,apply,A,05E,,,0.2213217,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),resistance,22.1333,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:24,Kelvin Resistance,measure,ohm,05E,,,,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),voltage,-5.51572e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:24,Kelvin Voltage (DMM),measure,V,05E,,,,2F01_4E12,DMM,5,5,
R5C6  (X6 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:26,Force Current,apply,A,05F,,,0.2433072,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),resistance,24.3307,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:26,Kelvin Resistance,measure,ohm,05F,,,,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),voltage,-6.10246e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:26,Kelvin Voltage (DMM),measure,V,05F,,,,2F01_4E12,DMM,5,6,
R5C7  (X7 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:28,Force Current,apply,A,05G,,,0.2200987,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),resistance,22.0098,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:28,Kelvin Resistance,measure,ohm,05G,,,,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),voltage,-5.50337e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:28,Kelvin Voltage (DMM),measure,V,05G,,,,2F01_4E12,DMM,5,7,
R5C8  (X8 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:20:30,Force Current,apply,A,05H,,,0.2454642,4A11_2B02,SMU,5,8,
