die,type,value,kind,system,ata_folder,map_source,probe_card,recipe,lot_id,wafer_id,total_dies,dies_tested,dies_passed,dies_failed,timestamp,step,mode,unit,die_id,switch,set_voltage,voltage,connection,instrument,row,col,status
2-7-5-3,voltage,220.628,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:05,sense2,measure,ohm,2-7-5-3,2,,,2F12_2E01,DMM,55,26,
1-7-6-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:14,force1,apply,A,1-7-6-3,1,,0.06532697,2A11_4B11,SMU,55,18,
1-7-6-3,voltage,0.591567,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:14,sense1,measure,ohm,1-7-6-3,1,,,2F12_2E01,DMM,55,18,
2-7-6-3,current,9.23293e-06,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:14,force2,apply,A,2-7-6-3,2,,7.00049,2A11_4B11,SMU,55,17,
2-7-6-3,voltage,451.258,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:14,sense2,measure,ohm,2-7-6-3,2,,,2F12_2E01,DMM,55,17,
1-7-7-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:22,force1,apply,A,1-7-7-3,1,,0.06960943,2A11_4B11,SMU,55,9,
1-7-7-3,voltage,0.590173,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:22,sense1,measure,ohm,1-7-7-3,1,,,2F12_2E01,DMM,55,9,
2-7-7-3,current,0.00999994,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:22,force2,apply,A,2-7-7-3,2,,3.896086,2A11_4B11,SMU,55,8,
2-7-7-3,voltage,148.667,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:22,sense2,measure,ohm,2-7-7-3,2,,,2F12_2E01,DMM,55,8,
1-7-8-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:30,force1,apply,A,1-7-8-3,1,,0.05674428,2A11_4B11,SMU,55,0,
1-7-8-3,voltage,0.592241,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:30,sense1,measure,ohm,1-7-8-3,1,,,2F12_2E01,DMM,55,0,
2-7-8-3,current,0.00212281,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:30,force2,apply,A,2-7-8-3,2,,7.0005,2A11_4B11,SMU,55,-1,
2-7-8-3,voltage,5.47507,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:30,sense2,measure,ohm,2-7-8-3,2,,,2F12_2E01,DMM,55,-1,
1-7-9-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:38,force1,apply,A,1-7-9-3,1,,0.06369811,2A11_4B11,SMU,55,-9,
1-7-9-3,voltage,0.596309,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:38,sense1,measure,ohm,1-7-9-3,1,,,2F12_2E01,DMM,55,-9,
2-7-9-3,current,1.6475e-05,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:38,force2,apply,A,2-7-9-3,2,,7.0005,2A11_4B11,SMU,55,-10,
2-7-9-3,voltage,718.727,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:38,sense2,measure,ohm,2-7-9-3,2,,,2F12_2E01,DMM,55,-10,
1-7-10-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:47,force1,apply,A,1-7-10-3,1,,0.05933127,2A11_4B11,SMU,55,-18,
1-7-10-3,voltage,0.605031,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:47,sense1,measure,ohm,1-7-10-3,1,,,2F12_2E01,DMM,55,-18,
2-7-10-3,current,2.23214e-05,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:47,force2,apply,A,2-7-10-3,2,,7.000504,2A11_4B11,SMU,55,-19,
2-7-10-3,voltage,484.864,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:47,sense2,measure,ohm,2-7-10-3,2,,,2F12_2E01,DMM,55,-19,
1-7-11-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:58,force1,apply,A,1-7-11-3,1,,0.07201,2A11_4B11,SMU,55,-27,
1-7-11-3,voltage,0.614009,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:58,sense1,measure,ohm,1-7-11-3,1,,,2F12_2E01,DMM,55,-27,
2-7-11-3,current,0.00999994,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:58,force2,apply,A,2-7-11-3,2,,3.428972,2A11_4B11,SMU,55,-28,
2-7-11-3,voltage,151.562,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:05:58,sense2,measure,ohm,2-7-11-3,2,,,2F12_2E01,DMM,55,-28,
1-7-12-3,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:09,force1,apply,A,1-7-12-3,1,,0.06988462,2A11_4B11,SMU,55,-36,
1-7-12-3,voltage,0.705668,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:09,sense1,measure,ohm,1-7-12-3,1,,,2F12_2E01,DMM,55,-36,
2-7-12-3,current,1.93076e-07,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:09,force2,apply,A,2-7-12-3,2,,7.000492,2A11_4B11,SMU,55,-37,
2-7-12-3,voltage,-825.839,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:09,sense2,measure,ohm,2-7-12-3,2,,,2F12_2E01,DMM,55,-37,
1-7-3-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:18,force1,apply,A,1-7-3-4,1,,0.05633362,2A11_4B11,SMU,48,45,
1-7-3-4,voltage,0.604756,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:18,sense1,measure,ohm,1-7-3-4,1,,,2F12_2E01,DMM,48,45,
2-7-3-4,current,9.22943e-06,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:18,force2,apply,A,2-7-3-4,2,,7.00049,2A11_4B11,SMU,48,44,
2-7-3-4,voltage,370.043,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:18,sense2,measure,ohm,2-7-3-4,2,,,2F12_2E01,DMM,48,44,
1-7-4-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:26,force1,apply,A,1-7-4-4,1,,0.05951934,2A11_4B11,SMU,48,36,
1-7-4-4,voltage,0.592561,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:26,sense1,measure,ohm,1-7-4-4,1,,,2F12_2E01,DMM,48,36,
2-7-4-4,current,1.42024e-05,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:26,force2,apply,A,2-7-4-4,2,,7.000494,2A11_4B11,SMU,48,35,
2-7-4-4,voltage,416.052,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:26,sense2,measure,ohm,2-7-4-4,2,,,2F12_2E01,DMM,48,35,
1-7-5-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:36,force1,apply,A,1-7-5-4,1,,0.04750281,2A11_4B11,SMU,48,27,
1-7-5-4,voltage,0.581172,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:36,sense1,measure,ohm,1-7-5-4,1,,,2F12_2E01,DMM,48,27,
2-7-5-4,current,2.25434e-05,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:36,force2,apply,A,2-7-5-4,2,,7.000494,2A11_4B11,SMU,48,26,
2-7-5-4,voltage,230.837,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:36,sense2,measure,ohm,2-7-5-4,2,,,2F12_2E01,DMM,48,26,
1-7-6-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:44,force1,apply,A,1-7-6-4,1,,0.05381693,2A11_4B11,SMU,48,18,
1-7-6-4,voltage,0.572597,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:44,sense1,measure,ohm,1-7-6-4,1,,,2F12_2E01,DMM,48,18,
2-7-6-4,current,1.31017e-05,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:44,force2,apply,A,2-7-6-4,2,,7.000519,2A11_4B11,SMU,48,17,
2-7-6-4,voltage,590.944,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:44,sense2,measure,ohm,2-7-6-4,2,,,2F12_2E01,DMM,48,17,
1-7-7-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:52,force1,apply,A,1-7-7-4,1,,0.04677699,2A11_4B11,SMU,48,9,
1-7-7-4,voltage,0.572136,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:52,sense1,measure,ohm,1-7-7-4,1,,,2F12_2E01,DMM,48,9,
2-7-7-4,current,0.00631787,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:52,force2,apply,A,2-7-7-4,2,,7.000509,2A11_4B11,SMU,48,8,
2-7-7-4,voltage,1.16223,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:06:52,sense2,measure,ohm,2-7-7-4,2,,,2F12_2E01,DMM,48,8,
1-7-8-4,current,0.00999989,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:01,force1,apply,A,1-7-8-4,1,,0.06106544,2A11_4B11,SMU,48,0,
1-7-8-4,voltage,0.574299,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:01,sense1,measure,ohm,1-7-8-4,1,,,2F12_2E01,DMM,48,0,
2-7-8-4,current,0.00155121,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:01,force2,apply,A,2-7-8-4,2,,7.000502,2A11_4B11,SMU,48,-1,
2-7-8-4,voltage,3.662,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:01,sense2,measure,ohm,2-7-8-4,2,,,2F12_2E01,DMM,48,-1,
1-7-9-4,current,0.00999989,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:09,force1,apply,A,1-7-9-4,1,,0.06965621,2A11_4B11,SMU,48,-9,
1-7-9-4,voltage,0.580438,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:09,sense1,measure,ohm,1-7-9-4,1,,,2F12_2E01,DMM,48,-9,
2-7-9-4,current,0.00159672,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:09,force2,apply,A,2-7-9-4,2,,7.000512,2A11_4B11,SMU,48,-10,
2-7-9-4,voltage,6.08122,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:09,sense2,measure,ohm,2-7-9-4,2,,,2F12_2E01,DMM,48,-10,
1-7-10-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:17,force1,apply,A,1-7-10-4,1,,0.06527695,2A11_4B11,SMU,48,-18,
1-7-10-4,voltage,0.587857,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:17,sense1,measure,ohm,1-7-10-4,1,,,2F12_2E01,DMM,48,-18,
2-7-10-4,current,0.00286367,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:17,force2,apply,A,2-7-10-4,2,,7.000506,2A11_4B11,SMU,48,-19,
2-7-10-4,voltage,2.39494,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:17,sense2,measure,ohm,2-7-10-4,2,,,2F12_2E01,DMM,48,-19,
1-7-11-4,current,0.00999988,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:26,force1,apply,A,1-7-11-4,1,,0.05942597,2A11_4B11,SMU,48,-27,
1-7-11-4,voltage,0.600404,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:26,sense1,measure,ohm,1-7-11-4,1,,,2F12_2E01,DMM,48,-27,
2-7-11-4,current,9.27721e-06,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:26,force2,apply,A,2-7-11-4,2,,7.000508,2A11_4B11,SMU,48,-28,
2-7-11-4,voltage,1645.99,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:26,sense2,measure,ohm,2-7-11-4,2,,,2F12_2E01,DMM,48,-28,
1-7-12-4,current,0.00999989,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:34,force1,apply,A,1-7-12-4,1,,0.16029,2A11_4B11,SMU,48,-36,
1-7-12-4,voltage,0.615943,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:34,sense1,measure,ohm,1-7-12-4,1,,,2F12_2E01,DMM,48,-36,
2-7-12-4,current,0.00999854,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:34,force2,apply,A,2-7-12-4,2,,3.828637,2A11_4B11,SMU,48,-37,
2-7-12-4,voltage,149.818,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:34,sense2,measure,ohm,2-7-12-4,2,,,2F12_2E01,DMM,48,-37,
1-7-13-4,current,0.00999989,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:42,force1,apply,A,1-7-13-4,1,,0.1660237,2A11_4B11,SMU,48,-45,
1-7-13-4,voltage,1.27647,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:42,sense1,measure,ohm,1-7-13-4,1,,,2F12_2E01,DMM,48,-45,
2-7-13-4,current,1.90728e-07,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:42,force2,apply,A,2-7-13-4,2,,7.000509,2A11_4B11,SMU,48,-46,
2-7-13-4,voltage,-445684,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:42,sense2,measure,ohm,2-7-13-4,2,,,2F12_2E01,DMM,48,-46,
1-7-3-5,current,0.00999989,RESULT,,,,COSETTE_CPW_W,CENFIRE-INLINE_probe08,,,,,,,2026-08-31 12:07:51,force1,apply,A,1-7-3-5,1,,0.05403081,2A11_4B11,SMU,41,45,
