die,type,value,kind,system,ata_folder,map_source,probe_card,recipe,lot_id,wafer_id,total_dies,dies_tested,dies_passed,dies_failed,timestamp,step,mode,unit,die_id,switch,set_voltage,voltage,connection,instrument,row,col,status
R1C11  (X11 Y1),voltage,-3.08249e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:41,Kelvin Voltage (DMM),measure,V,01K,,,,2F01_4E12,DMM,1,11,
R1C12  (X12 Y1),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:46,Force Current,apply,A,01L,,,0.1759844,4A11_2B02,SMU,1,12,
R1C12  (X12 Y1),resistance,17.5986,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:46,Kelvin Resistance,measure,ohm,01L,,,,4A11_2B02,SMU,1,12,
R1C12  (X12 Y1),voltage,-3.07167e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:46,Kelvin Voltage (DMM),measure,V,01L,,,,2F01_4E12,DMM,1,12,
R2C6  (X6 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:51,Force Current,apply,A,02F,,,0.1840709,4A11_2B02,SMU,2,6,
R2C6  (X6 Y2),resistance,18.4074,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:51,Kelvin Resistance,measure,ohm,02F,,,,4A11_2B02,SMU,2,6,
R2C6  (X6 Y2),voltage,-3.14688e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:51,Kelvin Voltage (DMM),measure,V,02F,,,,2F01_4E12,DMM,2,6,
R2C7  (X7 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:56,Force Current,apply,A,02G,,,0.2082427,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),resistance,20.8248,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:56,Kelvin Resistance,measure,ohm,02G,,,,4A11_2B02,SMU,2,7,
R2C7  (X7 Y2),voltage,-6.11849e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:36:56,Kelvin Voltage (DMM),measure,V,02G,,,,2F01_4E12,DMM,2,7,
R2C8  (X8 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:00,Force Current,apply,A,02H,,,0.1931727,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),resistance,19.3178,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:00,Kelvin Resistance,measure,ohm,02H,,,,4A11_2B02,SMU,2,8,
R2C8  (X8 Y2),voltage,-3.37656e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:00,Kelvin Voltage (DMM),measure,V,02H,,,,2F01_4E12,DMM,2,8,
R2C9  (X9 Y2),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:05,Force Current,apply,A,02I,,,0.2137607,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),resistance,21.3759,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:05,Kelvin Resistance,measure,ohm,02I,,,,4A11_2B02,SMU,2,9,
R2C9  (X9 Y2),voltage,-6.33537e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:05,Kelvin Voltage (DMM),measure,V,02I,,,,2F01_4E12,DMM,2,9,
R2C10  (X10 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:10,Force Current,apply,A,02J,,,0.1895283,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),resistance,18.9531,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:10,Kelvin Resistance,measure,ohm,02J,,,,4A11_2B02,SMU,2,10,
R2C10  (X10 Y2),voltage,-3.32275e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:10,Kelvin Voltage (DMM),measure,V,02J,,,,2F01_4E12,DMM,2,10,
R2C11  (X11 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:14,Force Current,apply,A,02K,,,0.1887364,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),resistance,18.874,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:14,Kelvin Resistance,measure,ohm,02K,,,,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),voltage,-3.32809e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:14,Kelvin Voltage (DMM),measure,V,02K,,,,2F01_4E12,DMM,2,11,
R2C12  (X12 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:19,Force Current,apply,A,02L,,,0.183612,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),resistance,18.3611,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:19,Kelvin Resistance,measure,ohm,02L,,,,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),voltage,-3.23202e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:19,Kelvin Voltage (DMM),measure,V,02L,,,,2F01_4E12,DMM,2,12,
R2C13  (X13 Y2),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:24,Force Current,apply,A,02M,,,0.1858805,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),resistance,18.5885,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:24,Kelvin Resistance,measure,ohm,02M,,,,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),voltage,-3.18959e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:24,Kelvin Voltage (DMM),measure,V,02M,,,,2F01_4E12,DMM,2,13,
R3C5  (X5 Y3),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:29,Force Current,apply,A,03E,,,0.1904687,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),resistance,19.0473,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:29,Kelvin Resistance,measure,ohm,03E,,,,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),voltage,-3.37155e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:29,Kelvin Voltage (DMM),measure,V,03E,,,,2F01_4E12,DMM,3,5,
R3C6  (X6 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:34,Force Current,apply,A,03F,,,0.1946069,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),resistance,19.4611,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:34,Kelvin Resistance,measure,ohm,03F,,,,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),voltage,-3.44164e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:34,Kelvin Voltage (DMM),measure,V,03F,,,,2F01_4E12,DMM,3,6,
R3C7  (X7 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:38,Force Current,apply,A,03G,,,0.2221001,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),resistance,22.211,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:38,Kelvin Resistance,measure,ohm,03G,,,,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),voltage,-6.49452e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:38,Kelvin Voltage (DMM),measure,V,03G,,,,2F01_4E12,DMM,3,7,
R3C8  (X8 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:43,Force Current,apply,A,03H,,,0.1828623,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),resistance,18.2865,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:43,Kelvin Resistance,measure,ohm,03H,,,,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),voltage,-3.19724e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:43,Kelvin Voltage (DMM),measure,V,03H,,,,2F01_4E12,DMM,3,8,
R3C9  (X9 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:48,Force Current,apply,A,03I,,,0.2141032,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),resistance,21.4108,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:48,Kelvin Resistance,measure,ohm,03I,,,,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),voltage,-6.3527e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:48,Kelvin Voltage (DMM),measure,V,03I,,,,2F01_4E12,DMM,3,9,
R3C10  (X10 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:52,Force Current,apply,A,03J,,,0.1835804,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),resistance,18.3623,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:52,Kelvin Resistance,measure,ohm,03J,,,,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),voltage,-3.16436e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:52,Kelvin Voltage (DMM),measure,V,03J,,,,2F01_4E12,DMM,3,10,
R3C11  (X11 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:57,Force Current,apply,A,03K,,,0.2308472,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),resistance,23.0851,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:57,Kelvin Resistance,measure,ohm,03K,,,,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),voltage,-6.8304e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:37:57,Kelvin Voltage (DMM),measure,V,03K,,,,2F01_4E12,DMM,3,11,
R3C12  (X12 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:02,Force Current,apply,A,03L,,,0.1808965,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),resistance,18.09,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:02,Kelvin Resistance,measure,ohm,03L,,,,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),voltage,-3.22299e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:02,Kelvin Voltage (DMM),measure,V,03L,,,,2F01_4E12,DMM,3,12,
R3C13  (X13 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:07,Force Current,apply,A,03M,,,0.2227811,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),resistance,22.2784,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:07,Kelvin Resistance,measure,ohm,03M,,,,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),voltage,-6.5896e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:07,Kelvin Voltage (DMM),measure,V,03M,,,,2F01_4E12,DMM,3,13,
R3C14  (X14 Y3),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:11,Force Current,apply,A,03N,,,0.1776303,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),resistance,17.7636,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:11,Kelvin Resistance,measure,ohm,03N,,,,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),voltage,-2.99816e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:11,Kelvin Voltage (DMM),measure,V,03N,,,,2F01_4E12,DMM,3,14,
R4C4  (X4 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:16,Force Current,apply,A,04D,,,0.1816915,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),resistance,18.1694,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:16,Kelvin Resistance,measure,ohm,04D,,,,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),voltage,-3.08087e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:16,Kelvin Voltage (DMM),measure,V,04D,,,,2F01_4E12,DMM,4,4,
R4C5  (X5 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:21,Force Current,apply,A,04E,,,0.1966837,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),resistance,19.6687,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:21,Kelvin Resistance,measure,ohm,04E,,,,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),voltage,-3.39956e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:21,Kelvin Voltage (DMM),measure,V,04E,,,,2F01_4E12,DMM,4,5,
R4C6  (X6 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:26,Force Current,apply,A,04F,,,0.2046121,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),resistance,20.4621,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:26,Kelvin Resistance,measure,ohm,04F,,,,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),voltage,-5.91376e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:26,Kelvin Voltage (DMM),measure,V,04F,,,,2F01_4E12,DMM,4,6,
R4C7  (X7 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:31,Force Current,apply,A,04G,,,0.2039607,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),resistance,20.3963,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:31,Kelvin Resistance,measure,ohm,04G,,,,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),voltage,-5.90393e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:31,Kelvin Voltage (DMM),measure,V,04G,,,,2F01_4E12,DMM,4,7,
R4C8  (X8 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:35,Force Current,apply,A,04H,,,0.1966524,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),resistance,19.6657,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:35,Kelvin Resistance,measure,ohm,04H,,,,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),voltage,-3.38018e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:35,Kelvin Voltage (DMM),measure,V,04H,,,,2F01_4E12,DMM,4,8,
R4C9  (X9 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:40,Force Current,apply,A,04I,,,0.2106403,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),resistance,21.0643,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:40,Kelvin Resistance,measure,ohm,04I,,,,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),voltage,-6.13378e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:40,Kelvin Voltage (DMM),measure,V,04I,,,,2F01_4E12,DMM,4,9,
R4C10  (X10 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:45,Force Current,apply,A,04J,,,0.1972024,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),resistance,19.7203,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:45,Kelvin Resistance,measure,ohm,04J,,,,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),voltage,-3.47844e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:45,Kelvin Voltage (DMM),measure,V,04J,,,,2F01_4E12,DMM,4,10,
R4C11  (X11 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:49,Force Current,apply,A,04K,,,0.2103842,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),resistance,21.0382,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:49,Kelvin Resistance,measure,ohm,04K,,,,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),voltage,-6.14813e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:49,Kelvin Voltage (DMM),measure,V,04K,,,,2F01_4E12,DMM,4,11,
R4C12  (X12 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:54,Force Current,apply,A,04L,,,0.2043019,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),resistance,20.4305,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:54,Kelvin Resistance,measure,ohm,04L,,,,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),voltage,-5.85795e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:54,Kelvin Voltage (DMM),measure,V,04L,,,,2F01_4E12,DMM,4,12,
R4C13  (X13 Y4),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:59,Force Current,apply,A,04M,,,0.206964,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),resistance,20.697,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:59,Kelvin Resistance,measure,ohm,04M,,,,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),voltage,-5.96997e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:38:59,Kelvin Voltage (DMM),measure,V,04M,,,,2F01_4E12,DMM,4,13,
R4C14  (X14 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:03,Force Current,apply,A,04N,,,0.1859736,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),resistance,18.5975,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:03,Kelvin Resistance,measure,ohm,04N,,,,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),voltage,-3.16701e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:03,Kelvin Voltage (DMM),measure,V,04N,,,,2F01_4E12,DMM,4,14,
R4C15  (X15 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:08,Force Current,apply,A,04O,,,0.1967671,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),resistance,19.6772,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:08,Kelvin Resistance,measure,ohm,04O,,,,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),voltage,-3.35535e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:08,Kelvin Voltage (DMM),measure,V,04O,,,,2F01_4E12,DMM,4,15,
R5C3  (X3 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:10:39,Force Current,apply,A,05C,,,0.1805892,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),resistance,18.0589,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:10:39,Kelvin Resistance,measure,ohm,05C,,,,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),voltage,-3.05055e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:10:39,Kelvin Voltage (DMM),measure,V,05C,,,,2F01_4E12,DMM,5,3,
R5C4  (X4 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:13,Force Current,apply,A,05D,,,0.189393,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),resistance,18.9395,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:13,Kelvin Resistance,measure,ohm,05D,,,,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),voltage,-3.20202e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:13,Kelvin Voltage (DMM),measure,V,05D,,,,2F01_4E12,DMM,5,4,
R5C5  (X5 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:18,Force Current,apply,A,05E,,,0.2170052,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),resistance,21.7009,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:18,Kelvin Resistance,measure,ohm,05E,,,,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),voltage,-6.29135e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:18,Kelvin Voltage (DMM),measure,V,05E,,,,2F01_4E12,DMM,5,5,
R5C6  (X6 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:23,Force Current,apply,A,05F,,,0.2391033,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),resistance,23.9016,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:23,Kelvin Resistance,measure,ohm,05F,,,,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),voltage,-6.97973e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:23,Kelvin Voltage (DMM),measure,V,05F,,,,2F01_4E12,DMM,5,6,
R5C7  (X7 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:27,Force Current,apply,A,05G,,,0.2204117,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),resistance,22.0412,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:27,Kelvin Resistance,measure,ohm,05G,,,,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),voltage,-6.33208e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:27,Kelvin Voltage (DMM),measure,V,05G,,,,2F01_4E12,DMM,5,7,
R5C8  (X8 Y5),current,0.00999984,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 16:39:32,Force Current,apply,A,05H,,,0.218288,4A11_2B02,SMU,5,8,
