PROCESS_NAME,PRODUCT_NAME,PRODUCT_FAMILY,DATE_TIME,PROGRAM,WAFER_ID,TEST_MODE,PROCESS_STEP,OPERATOR,SUBROUTINE,PROBER_ID,TESTER_ID,PROBE_CARD_ID,Z_OVERDRIVE_MILS,COLUMN_RETICLE,ROW_RETICLE,INTRA_COL,INTRA_ROW,ABS_COL,ABS_ROW,DIE_ID,RESISTANCE,ERROR
Reliability,CF1101,CF1100,2026-08-31 17:13:19.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,7,3,2,7,56,15,2-7-7-3,0.0316715,
Reliability,CF1101,CF1100,2026-08-31 17:13:24.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,8,3,1,7,64,15,1-7-8-3,0.000421161,
Reliability,CF1101,CF1100,2026-08-31 17:13:24.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,8,3,2,7,65,15,2-7-8-3,0.0044237,
Reliability,CF1101,CF1100,2026-08-31 17:13:29.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,9,3,1,7,73,15,1-7-9-3,0.00996116,
Reliability,CF1101,CF1100,2026-08-31 17:13:29.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,9,3,2,7,74,15,2-7-9-3,2.33699,
Reliability,CF1101,CF1100,2026-08-31 17:13:34.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,10,3,1,7,82,15,1-7-10-3,0.000937269,
Reliability,CF1101,CF1100,2026-08-31 17:13:34.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,10,3,2,7,83,15,2-7-10-3,0.466394,
Reliability,CF1101,CF1100,2026-08-31 17:13:39.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,11,3,1,7,91,15,1-7-11-3,0.000728192,
Reliability,CF1101,CF1100,2026-08-31 17:13:39.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,11,3,2,7,92,15,2-7-11-3,0.0612264,
Reliability,CF1101,CF1100,2026-08-31 17:13:44.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,12,3,1,7,100,15,1-7-12-3,0.000402646,
Reliability,CF1101,CF1100,2026-08-31 17:13:44.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,12,3,2,7,101,15,2-7-12-3,1042.96,
Reliability,CF1101,CF1100,2026-08-31 17:13:49.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,3,4,1,7,19,22,1-7-3-4,0.000321489,
Reliability,CF1101,CF1100,2026-08-31 17:13:49.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,3,4,2,7,20,22,2-7-3-4,8.60816,
Reliability,CF1101,CF1100,2026-08-31 17:13:55.000Z,Cenfire,temp-wCenfireATA,Production,Inline,OPERATOR,Test_Structures,PROBE08,PROBE08,38314101-001,25,4,4,1,7,28,22,1-7-4-4,0.00020782,
