die,type,value,kind,system,ata_folder,map_source,probe_card,recipe,lot_id,wafer_id,total_dies,dies_tested,dies_passed,dies_failed,timestamp,step,mode,unit,die_id,switch,set_voltage,voltage,connection,instrument,row,col,status
R2C11  (X11 Y2),resistance,19.5537,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:22,Kelvin Resistance,measure,ohm,02K,,,,4A11_2B02,SMU,2,11,
R2C11  (X11 Y2),voltage,-2.96923e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:22,Kelvin Voltage (DMM),measure,V,02K,,,,2F01_4E12,DMM,2,11,
R2C12  (X12 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:24,Force Current,apply,A,02L,,,0.1836265,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),resistance,18.363,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:24,Kelvin Resistance,measure,ohm,02L,,,,4A11_2B02,SMU,2,12,
R2C12  (X12 Y2),voltage,-2.65645e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:24,Kelvin Voltage (DMM),measure,V,02L,,,,2F01_4E12,DMM,2,12,
R2C13  (X13 Y2),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:27,Force Current,apply,A,02M,,,0.1872508,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),resistance,18.7254,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:27,Kelvin Resistance,measure,ohm,02M,,,,4A11_2B02,SMU,2,13,
R2C13  (X13 Y2),voltage,-2.85117e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:27,Kelvin Voltage (DMM),measure,V,02M,,,,2F01_4E12,DMM,2,13,
R3C5  (X5 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:29,Force Current,apply,A,03E,,,0.1849718,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),resistance,18.4971,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:29,Kelvin Resistance,measure,ohm,03E,,,,4A11_2B02,SMU,3,5,
R3C5  (X5 Y3),voltage,-2.72004e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:29,Kelvin Voltage (DMM),measure,V,03E,,,,2F01_4E12,DMM,3,5,
R3C6  (X6 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:32,Force Current,apply,A,03F,,,0.1818435,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),resistance,18.1822,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:32,Kelvin Resistance,measure,ohm,03F,,,,4A11_2B02,SMU,3,6,
R3C6  (X6 Y3),voltage,-2.63932e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:32,Kelvin Voltage (DMM),measure,V,03F,,,,2F01_4E12,DMM,3,6,
R3C7  (X7 Y3),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:34,Force Current,apply,A,03G,,,0.1837094,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),resistance,18.371,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:34,Kelvin Resistance,measure,ohm,03G,,,,4A11_2B02,SMU,3,7,
R3C7  (X7 Y3),voltage,-2.69187e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:34,Kelvin Voltage (DMM),measure,V,03G,,,,2F01_4E12,DMM,3,7,
R3C8  (X8 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:36,Force Current,apply,A,03H,,,0.1786849,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),resistance,17.8691,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:36,Kelvin Resistance,measure,ohm,03H,,,,4A11_2B02,SMU,3,8,
R3C8  (X8 Y3),voltage,-2.53383e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:36,Kelvin Voltage (DMM),measure,V,03H,,,,2F01_4E12,DMM,3,8,
R3C9  (X9 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:38,Force Current,apply,A,03I,,,0.1836869,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),resistance,18.3688,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:38,Kelvin Resistance,measure,ohm,03I,,,,4A11_2B02,SMU,3,9,
R3C9  (X9 Y3),voltage,-2.6498e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:38,Kelvin Voltage (DMM),measure,V,03I,,,,2F01_4E12,DMM,3,9,
R3C10  (X10 Y3),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:41,Force Current,apply,A,03J,,,0.2056145,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),resistance,20.5613,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:41,Kelvin Resistance,measure,ohm,03J,,,,4A11_2B02,SMU,3,10,
R3C10  (X10 Y3),voltage,-5.54526e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:41,Kelvin Voltage (DMM),measure,V,03J,,,,2F01_4E12,DMM,3,10,
R3C11  (X11 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:43,Force Current,apply,A,03K,,,0.1918176,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),resistance,19.1819,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:43,Kelvin Resistance,measure,ohm,03K,,,,4A11_2B02,SMU,3,11,
R3C11  (X11 Y3),voltage,-2.8232e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:43,Kelvin Voltage (DMM),measure,V,03K,,,,2F01_4E12,DMM,3,11,
R3C12  (X12 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:45,Force Current,apply,A,03L,,,0.1811741,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),resistance,18.1176,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:45,Kelvin Resistance,measure,ohm,03L,,,,4A11_2B02,SMU,3,12,
R3C12  (X12 Y3),voltage,-2.60107e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:45,Kelvin Voltage (DMM),measure,V,03L,,,,2F01_4E12,DMM,3,12,
R3C13  (X13 Y3),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:47,Force Current,apply,A,03M,,,0.1876261,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),resistance,18.7629,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:47,Kelvin Resistance,measure,ohm,03M,,,,4A11_2B02,SMU,3,13,
R3C13  (X13 Y3),voltage,-2.75593e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:47,Kelvin Voltage (DMM),measure,V,03M,,,,2F01_4E12,DMM,3,13,
R3C14  (X14 Y3),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:50,Force Current,apply,A,03N,,,0.1827643,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),resistance,18.2767,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:50,Kelvin Resistance,measure,ohm,03N,,,,4A11_2B02,SMU,3,14,
R3C14  (X14 Y3),voltage,-2.66933e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:50,Kelvin Voltage (DMM),measure,V,03N,,,,2F01_4E12,DMM,3,14,
R4C4  (X4 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:52,Force Current,apply,A,04D,,,0.1794737,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),resistance,17.9475,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:52,Kelvin Resistance,measure,ohm,04D,,,,4A11_2B02,SMU,4,4,
R4C4  (X4 Y4),voltage,-2.50179e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:52,Kelvin Voltage (DMM),measure,V,04D,,,,2F01_4E12,DMM,4,4,
R4C5  (X5 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:55,Force Current,apply,A,04E,,,0.1758361,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),resistance,17.5841,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:55,Kelvin Resistance,measure,ohm,04E,,,,4A11_2B02,SMU,4,5,
R4C5  (X5 Y4),voltage,-2.42609e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:55,Kelvin Voltage (DMM),measure,V,04E,,,,2F01_4E12,DMM,4,5,
R4C6  (X6 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:57,Force Current,apply,A,04F,,,0.1840499,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),resistance,18.4045,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:57,Kelvin Resistance,measure,ohm,04F,,,,4A11_2B02,SMU,4,6,
R4C6  (X6 Y4),voltage,-2.64009e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:57,Kelvin Voltage (DMM),measure,V,04F,,,,2F01_4E12,DMM,4,6,
R4C7  (X7 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:59,Force Current,apply,A,04G,,,0.1842557,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),resistance,18.4256,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:59,Kelvin Resistance,measure,ohm,04G,,,,4A11_2B02,SMU,4,7,
R4C7  (X7 Y4),voltage,-2.64101e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:04:59,Kelvin Voltage (DMM),measure,V,04G,,,,2F01_4E12,DMM,4,7,
R4C8  (X8 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:01,Force Current,apply,A,04H,,,0.1830524,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),resistance,18.3054,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:01,Kelvin Resistance,measure,ohm,04H,,,,4A11_2B02,SMU,4,8,
R4C8  (X8 Y4),voltage,-2.5754e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:01,Kelvin Voltage (DMM),measure,V,04H,,,,2F01_4E12,DMM,4,8,
R4C9  (X9 Y4),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:04,Force Current,apply,A,04I,,,0.1894421,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),resistance,18.9445,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:04,Kelvin Resistance,measure,ohm,04I,,,,4A11_2B02,SMU,4,9,
R4C9  (X9 Y4),voltage,-2.81692e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:04,Kelvin Voltage (DMM),measure,V,04I,,,,2F01_4E12,DMM,4,9,
R4C10  (X10 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:06,Force Current,apply,A,04J,,,0.1969145,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),resistance,19.6913,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:06,Kelvin Resistance,measure,ohm,04J,,,,4A11_2B02,SMU,4,10,
R4C10  (X10 Y4),voltage,-2.8923e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:06,Kelvin Voltage (DMM),measure,V,04J,,,,2F01_4E12,DMM,4,10,
R4C11  (X11 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:08,Force Current,apply,A,04K,,,0.1990152,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),resistance,19.9017,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:08,Kelvin Resistance,measure,ohm,04K,,,,4A11_2B02,SMU,4,11,
R4C11  (X11 Y4),voltage,-2.97949e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:08,Kelvin Voltage (DMM),measure,V,04K,,,,2F01_4E12,DMM,4,11,
R4C12  (X12 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:10,Force Current,apply,A,04L,,,0.1959203,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),resistance,19.5922,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:10,Kelvin Resistance,measure,ohm,04L,,,,4A11_2B02,SMU,4,12,
R4C12  (X12 Y4),voltage,-2.90076e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:10,Kelvin Voltage (DMM),measure,V,04L,,,,2F01_4E12,DMM,4,12,
R4C13  (X13 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:13,Force Current,apply,A,04M,,,0.1796403,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),resistance,17.9643,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:13,Kelvin Resistance,measure,ohm,04M,,,,4A11_2B02,SMU,4,13,
R4C13  (X13 Y4),voltage,-2.55482e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:13,Kelvin Voltage (DMM),measure,V,04M,,,,2F01_4E12,DMM,4,13,
R4C14  (X14 Y4),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:15,Force Current,apply,A,04N,,,0.1846678,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),resistance,18.4669,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:15,Kelvin Resistance,measure,ohm,04N,,,,4A11_2B02,SMU,4,14,
R4C14  (X14 Y4),voltage,-2.63585e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:15,Kelvin Voltage (DMM),measure,V,04N,,,,2F01_4E12,DMM,4,14,
R4C15  (X15 Y4),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:17,Force Current,apply,A,04O,,,0.1769292,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),resistance,17.6934,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:17,Kelvin Resistance,measure,ohm,04O,,,,4A11_2B02,SMU,4,15,
R4C15  (X15 Y4),voltage,-2.52843e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:17,Kelvin Voltage (DMM),measure,V,04O,,,,2F01_4E12,DMM,4,15,
R5C3  (X3 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:09:02,Force Current,apply,A,05C,,,0.1749527,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),resistance,17.4953,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:09:02,Kelvin Resistance,measure,ohm,05C,,,,4A11_2B02,SMU,5,3,
R5C3  (X3 Y5),voltage,-2.92617e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-02 16:09:02,Kelvin Voltage (DMM),measure,V,05C,,,,2F01_4E12,DMM,5,3,
R5C4  (X4 Y5),current,0.00999981,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:20,Force Current,apply,A,05D,,,0.1735508,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),resistance,17.3545,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:20,Kelvin Resistance,measure,ohm,05D,,,,4A11_2B02,SMU,5,4,
R5C4  (X4 Y5),voltage,-2.35154e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:20,Kelvin Voltage (DMM),measure,V,05D,,,,2F01_4E12,DMM,5,4,
R5C5  (X5 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:22,Force Current,apply,A,05E,,,0.1796985,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),resistance,17.9702,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:22,Kelvin Resistance,measure,ohm,05E,,,,4A11_2B02,SMU,5,5,
R5C5  (X5 Y5),voltage,-2.56773e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:22,Kelvin Voltage (DMM),measure,V,05E,,,,2F01_4E12,DMM,5,5,
R5C6  (X6 Y5),current,0.00999983,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:24,Force Current,apply,A,05F,,,0.1826138,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),resistance,18.2613,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:24,Kelvin Resistance,measure,ohm,05F,,,,4A11_2B02,SMU,5,6,
R5C6  (X6 Y5),voltage,-2.58232e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:24,Kelvin Voltage (DMM),measure,V,05F,,,,2F01_4E12,DMM,5,6,
R5C7  (X7 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:27,Force Current,apply,A,05G,,,0.1906498,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),resistance,19.0653,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:27,Kelvin Resistance,measure,ohm,05G,,,,4A11_2B02,SMU,5,7,
R5C7  (X7 Y5),voltage,-2.75365e-05,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:27,Kelvin Voltage (DMM),measure,V,05G,,,,2F01_4E12,DMM,5,7,
R5C8  (X8 Y5),current,0.00999982,RESULT,,,,MADDY_TL_REV_D,Maddy TL,,,,,,,2026-09-01 17:05:29,Force Current,apply,A,05H,,,0.1968224,4A11_2B02,SMU,5,8,
